"SceneImage","consist_obj","Basic","Superordinate","InOut","group_labels","Inverted","Duration","Consistent","probe_cat","probe"
"citycenter12.jpg","Historic Plaque","City Center","Human","Outdoors","og2","Yes","50","Inconsistent","Office","Tape Dispenser"
"modern_livingroom.png","Floor Lamp","Living Room","Private","Indoors","ig2","Yes","50","Inconsistent","Urban Street","Subway Station Sign"
"blender.jpg","Pan","Kitchen","Private","Indoors","ig2","Yes","50","Inconsistent","Suburban","Lawn Mower"
"Nature36.jpg","Lily Pad","Forest","Natural","Outdoors","og2","Yes","80","Inconsistent","Corridor","Exit Sign"
"farm1.jpg","Hay Bale","Farm","Natural","Outdoors","og1","No","50","Consistent","Farm","Hay Bale"
"conference5.jpg","Laptop","Conference Room","Public","Indoors","ig2","No","80","Inconsistent","Forest","Lily Pad"
"play10.jpg","Picnic Table","Playground","Human","Outdoors","og2","No","80","Inconsistent","Kitchen","Stand Mixer"
"opencountry1.jpg","Fence","Open Country","Natural","Outdoors","og2","No","80","Inconsistent","Conference Room","Briefcase"
"pond.png","Birdhouse","Suburban","Natural","Outdoors","og2","No","100","Inconsistent","Kitchen","Knife"
"highway12.jpg","Motorcycle","Highway","Human","Outdoors","og2","No","50","Inconsistent","Living Room","Rocking Chair"
"elephant.jpg","Napkin","Dining Room","Private","Indoors","ig1","No","50","Consistent","Dining Room","Napkin"
"office9.jpg","Paper Shredder","Office","Public","Indoors","ig1","No","80","Consistent","Office","Paper Shredder"
"highway8.jpg","Yield Sign","Highway","Human","Outdoors","og1","Yes","50","Consistent","Highway","Yield Sign"
"Nature40.jpg","Kayak","Forest","Natural","Outdoors","og2","Yes","80","Inconsistent","Corridor","Bathroom Sign"
"briefcase.jpg","Printer","Office","Public","Indoors","ig1","Yes","50","Consistent","Office","Printer"
"class6.jpg","Textbook","Classroom","Public","Indoors","ig2","Yes","80","Inconsistent","Suburban","Birdhouse"
"conference3.jpg","Phone Set","Conference Room","Public","Indoors","ig1","No","80","Consistent","Conference Room","Phone Set"
"suburb2.jpg","Fire Hydrant","Suburban","Human","Outdoors","og2","No","100","Inconsistent","Office","Sticky Notes"
"urbanstreet30.jpg","Bus Stop Shelter","Urban Street","Human","Outdoors","og1","No","50","Consistent","Urban Street","Bus Stop Shelter"
"class9.jpg","Crayons","Classroom","Public","Indoors","ig1","Yes","80","Consistent","Classroom","Crayons"
"highway10.jpg","Billboard","Highway","Human","Outdoors","og1","Yes","50","Consistent","Highway","Billboard"
"MDS201.jpg","Rock","Forest","Natural","Outdoors","og1","Yes","80","Consistent","Forest","Rock"
"coast10.jpg","Surfboard","Coast","Natural","Outdoors","og1","No","80","Consistent","Coast","Surfboard"
"glass.jpg","Toaster","Kitchen","Private","Indoors","ig1","Yes","50","Consistent","Kitchen","Toaster"
"bedroom11.jpg","Nightstand","Bedroom","Private","Indoors","ig1","Yes","100","Consistent","Bedroom","Nightstand"
"forest2.jpg","Bird Nest","Forest","Natural","Outdoors","og1","Yes","100","Consistent","Forest","Bird Nest"
"bust.jpg","TV Remote","Living Room","Private","Indoors","ig2","Yes","50","Inconsistent","Urban Street","Crosswalk Signal"
"conference1.jpg","Briefcase","Conference Room","Public","Indoors","ig2","No","80","Inconsistent","Coast","Lighthouse"
"basketball_net.jpg","Bench","Playground","Human","Outdoors","og1","Yes","100","Consistent","Playground","Bench"
"bathroom4.jpg","Razor","Bathroom","Private","Indoors","ig1","Yes","100","Consistent","Bathroom","Razor"
"living16.jpg","Television","Living Room","Private","Indoors","ig1","Yes","80","Consistent","Living Room","Television"
"bathroom7.jpg","Soap Bar","Bathroom","Private","Indoors","ig2","Yes","100","Inconsistent","City Center","Flag Pole"
"corridor5.jpg","Fire Alarm","Corridor","Public","Indoors","ig1","No","100","Consistent","Corridor","Fire Alarm"
"fruit_bowl.jpg","Blender","Kitchen","Private","Indoors","ig2","No","50","Inconsistent","Playground","Seesaw"
"bathroom3.jpg","Toilet Paper","Bathroom","Private","Indoors","ig2","Yes","100","Inconsistent","Suburban","Mailbox"
"bedroom13.jpg","Laundry Hamper","Bedroom","Private","Indoors","ig1","Yes","50","Consistent","Bedroom","Laundry Hamper"
"citycenter11.jpg","Horse Carriage","City Center","Human","Outdoors","og1","Yes","80","Consistent","City Center","Horse Carriage"
"forest11.jpg","Log Cabin","Forest","Natural","Outdoors","og1","Yes","100","Consistent","Forest","Log Cabin"
"opencountry8.jpg","Radio Tower","Open Country","Natural","Outdoors","og2","No","80","Inconsistent","Kitchen","Apron"
"living9.jpg","Ottoman","Living Room","Private","Indoors","ig1","Yes","80","Consistent","Living Room","Ottoman"
"farm4.jpg","Feeding Trough","Farm","Natural","Outdoors","og2","No","100","Inconsistent","Conference Room","Projector"
"dining5.jpg","Bowl","Dining Room","Private","Indoors","ig1","No","100","Consistent","Dining Room","Bowl"
