"SceneImage","consist_obj","Basic","Superordinate","InOut","group_labels","Inverted","Duration","Consistent","probe_cat","probe"
"citycenter11.jpg","Horse Carriage","City Center","Human","Outdoors","og1","No","80","Inconsistent","Coast","Surfboard"
"suburb4.jpg","Crosswalk","Suburban","Human","Outdoors","og1","Yes","50","Inconsistent","Forest","Rock"
"bedroom5.jpg","Alarm Clock","Bedroom","Private","Indoors","ig2","No","100","Consistent","Bedroom","Alarm Clock"
"dining6.jpg","Tablecloth","Dining Room","Private","Indoors","ig1","Yes","50","Inconsistent","Living Room","Television"
"coast3.jpg","Buoy","Coast","Natural","Outdoors","og1","Yes","100","Inconsistent","Suburban","Bicycle"
"highway6.jpg","Speed Limit Sign","Highway","Human","Outdoors","og1","No","50","Inconsistent","Playground","Soccer Ball"
"citycenter2.jpg","Taxi","City Center","Human","Outdoors","og1","No","80","Inconsistent","Coast","Fishing Boat"
"bedroom11.jpg","Nightstand","Bedroom","Private","Indoors","ig1","No","100","Inconsistent","Dining Room","Tablecloth"
"highway12.jpg","Motorcycle","Highway","Human","Outdoors","og2","Yes","80","Consistent","Highway","Motorcycle"
"suburb2.jpg","Fire Hydrant","Suburban","Human","Outdoors","og2","Yes","50","Consistent","Suburban","Fire Hydrant"
"Nature14.jpg","Wild Berries","Forest","Natural","Outdoors","og2","No","50","Consistent","Forest","Wild Berries"
"play10.jpg","Picnic Table","Playground","Human","Outdoors","og2","Yes","100","Consistent","Playground","Picnic Table"
"urbanstreet28.jpg","Crosswalk Signal","Urban Street","Human","Outdoors","og2","Yes","80","Consistent","Urban Street","Crosswalk Signal"
"Nature22.jpg","Wildflower","Forest","Natural","Outdoors","og2","No","80","Consistent","Forest","Wildflower"
"Urban14.jpg","Parking Meter","Suburban","Human","Outdoors","og2","Yes","80","Consistent","Suburban","Parking Meter"
"citycenter12.jpg","Historic Plaque","City Center","Human","Outdoors","og2","No","50","Consistent","City Center","Historic Plaque"
"suburb1.jpg","Lawn Mower","Suburban","Human","Outdoors","og2","Yes","50","Consistent","Suburban","Lawn Mower"
"fire_hydrant.jpg","Flag Pole","City Center","Human","Outdoors","og2","Yes","80","Consistent","City Center","Flag Pole"
"child_bedroom.png","Teddy Bear","Bedroom","Private","Indoors","ig1","No","50","Inconsistent","Office","Paper Shredder"
