"SceneImage","consist_obj","Basic","Superordinate","InOut","group_labels","Inverted","Duration","Consistent","probe_cat","probe"
"Nature14.jpg","Wild Berries","Forest","Natural","Outdoors","og2","No","100","Inconsistent","Dining Room","Plate"
"coast3.jpg","Buoy","Coast","Natural","Outdoors","og1","Yes","80","Consistent","Coast","Buoy"
"bathroom3.jpg","Toilet Paper","Bathroom","Private","Indoors","ig2","No","80","Inconsistent","Suburban","Mailbox"
"clock.jpg","Stop Sign","Urban Street","Human","Outdoors","og1","Yes","80","Consistent","Urban Street","Stop Sign"
"highway12.jpg","Motorcycle","Highway","Human","Outdoors","og2","Yes","50","Inconsistent","Living Room","Rocking Chair"
"citycenter26.jpg","Statue","City Center","Human","Outdoors","og1","No","50","Consistent","City Center","Statue"
"fruit_bowl.jpg","Blender","Kitchen","Private","Indoors","ig2","Yes","50","Inconsistent","Playground","Seesaw"
"urbanstreet12.jpg","Telephone Booth","Urban Street","Human","Outdoors","og1","Yes","50","Consistent","Urban Street","Telephone Booth"
"play12.jpg","Seesaw","Playground","Human","Outdoors","og2","Yes","80","Inconsistent","Living Room","Floor Lamp"
"forest2.jpg","Bird Nest","Forest","Natural","Outdoors","og1","No","80","Consistent","Forest","Bird Nest"
"kitchen10.jpg","Rolling Pin","Kitchen","Private","Indoors","ig1","No","100","Consistent","Kitchen","Rolling Pin"
"bathroom4.jpg","Razor","Bathroom","Private","Indoors","ig1","No","80","Consistent","Bathroom","Razor"
"office1.jpg","Pencil Holder","Office","Public","Indoors","ig1","Yes","80","Consistent","Office","Pencil Holder"
"highway9.jpg","Road Work Sign","Highway","Human","Outdoors","og2","No","80","Inconsistent","Classroom","Notebook"
"office8.jpg","Sticky Notes","Office","Public","Indoors","ig2","No","50","Inconsistent","Playground","Picnic Table"
"modern_livingroom.png","Floor Lamp","Living Room","Private","Indoors","ig2","No","100","Inconsistent","Urban Street","Subway Station Sign"
"highway10.jpg","Billboard","Highway","Human","Outdoors","og1","No","100","Consistent","Highway","Billboard"
"office9.jpg","Paper Shredder","Office","Public","Indoors","ig1","Yes","80","Consistent","Office","Paper Shredder"
"kitchen15.jpg","Apron","Kitchen","Private","Indoors","ig2","No","80","Inconsistent","Open Country","Radio Tower"
"forest9.jpg","Axe","Forest","Natural","Outdoors","og1","No","80","Consistent","Forest","Axe"
"corridor1.jpg","Drinking Fountain","Corridor","Public","Indoors","ig1","Yes","100","Consistent","Corridor","Drinking Fountain"
"Urban_Image_08.jpg","Traffic Light","Suburban","Human","Outdoors","og1","Yes","100","Consistent","Suburban","Traffic Light"
"coast7.jpg","Beach Towel","Coast","Natural","Outdoors","og2","No","50","Inconsistent","Living Room","Coffee Maker"
"farm4.jpg","Feeding Trough","Farm","Natural","Outdoors","og2","Yes","100","Inconsistent","Conference Room","Projector"
"bedroom5.jpg","Alarm Clock","Bedroom","Private","Indoors","ig2","No","80","Inconsistent","Highway","Motorcycle"
"coast11.jpg","Lifeguard Tower","Coast","Natural","Outdoors","og1","Yes","80","Consistent","Coast","Lifeguard Tower"
"opencountry3.jpg","Windmill","Open Country","Natural","Outdoors","og1","Yes","80","Consistent","Open Country","Windmill"
"play2.jpg","Swing Set","Playground","Human","Outdoors","og2","Yes","100","Inconsistent","Kitchen","Oven Mitts"
"forest11.jpg","Log Cabin","Forest","Natural","Outdoors","og1","No","80","Consistent","Forest","Log Cabin"
"citycenter12.jpg","Historic Plaque","City Center","Human","Outdoors","og2","No","100","Inconsistent","Office","Tape Dispenser"
"plant_bathroom.png","Slippers","Bathroom","Private","Indoors","ig1","Yes","100","Consistent","Bathroom","Slippers"
"corridor2.jpg","Bathroom Sign","Corridor","Public","Indoors","ig2","Yes","80","Inconsistent","Farm","Feeding Trough"
"fan.jpg","Calculator","Office","Public","Indoors","ig1","Yes","50","Consistent","Office","Calculator"
"bedroom14.jpg","Comforter Blanket","Bedroom","Private","Indoors","ig2","No","80","Inconsistent","Open Country","Fence"
"wood_kitchen.png","Broom","Kitchen","Private","Indoors","ig1","Yes","50","Consistent","Kitchen","Broom"
"fire_hydrant.jpg","Flag Pole","City Center","Human","Outdoors","og2","Yes","50","Inconsistent","Bathroom","Toilet Paper"
"kitchen13.jpg","Stand Mixer","Kitchen","Private","Indoors","ig2","No","80","Inconsistent","City Center","Historic Plaque"
"class11.jpg","Backpack","Classroom","Public","Indoors","ig2","No","50","Inconsistent","Forest","Wildflower"
"farm3.jpg","Scarecrow","Farm","Natural","Outdoors","og2","Yes","100","Inconsistent","Classroom","Textbook"
"glass.jpg","Toaster","Kitchen","Private","Indoors","ig1","No","100","Consistent","Kitchen","Toaster"
"conference1.jpg","Briefcase","Conference Room","Public","Indoors","ig2","Yes","80","Inconsistent","Coast","Lighthouse"
"bell.jpg","Coffee Maker","Living Room","Private","Indoors","ig2","No","80","Inconsistent","Suburban","Fire Hydrant"
"opencountry8.jpg","Radio Tower","Open Country","Natural","Outdoors","og2","Yes","80","Inconsistent","Kitchen","Apron"
"play5.jpg","Soccer Ball","Playground","Human","Outdoors","og1","Yes","100","Consistent","Playground","Soccer Ball"
"conference3.jpg","Phone Set","Conference Room","Public","Indoors","ig1","Yes","80","Consistent","Conference Room","Phone Set"
"corridor5.jpg","Fire Alarm","Corridor","Public","Indoors","ig1","Yes","100","Consistent","Corridor","Fire Alarm"
"urbanstreet30.jpg","Bus Stop Shelter","Urban Street","Human","Outdoors","og1","Yes","50","Consistent","Urban Street","Bus Stop Shelter"
"dining7.jpg","Spoon","Dining Room","Private","Indoors","ig2","Yes","100","Inconsistent","Forest","Toadstool Mushroom"
"coast8.jpg","Lighthouse","Coast","Natural","Outdoors","og2","No","50","Inconsistent","Classroom","Backpack"
"Nature22.jpg","Wildflower","Forest","Natural","Outdoors","og2","No","50","Inconsistent","Bedroom","Alarm Clock"
"urbanstreet1.jpg","Newspaper Box","Urban Street","Human","Outdoors","og1","Yes","50","Consistent","Urban Street","Newspaper Box"
"highway6.jpg","Speed Limit Sign","Highway","Human","Outdoors","og1","No","100","Consistent","Highway","Speed Limit Sign"
"Urban10.jpg","Bicycle","Suburban","Human","Outdoors","og1","Yes","50","Consistent","Suburban","Bicycle"
"coast10.jpg","Surfboard","Coast","Natural","Outdoors","og1","Yes","80","Consistent","Coast","Surfboard"
"suburb4.jpg","Crosswalk","Suburban","Human","Outdoors","og1","Yes","100","Consistent","Suburban","Crosswalk"
"forest14.jpg","Camping Tent","Forest","Natural","Outdoors","og2","Yes","50","Inconsistent","Bathroom","Soap Bar"
"farm2.jpg","Wheelbarrow","Farm","Natural","Outdoors","og1","Yes","50","Consistent","Farm","Wheelbarrow"
"opencountry5.jpg","Pitchfork","Open Country","Natural","Outdoors","og1","Yes","80","Consistent","Open Country","Pitchfork"
"suburb1.jpg","Lawn Mower","Suburban","Human","Outdoors","og2","Yes","100","Inconsistent","Dining Room","Spoon"
"Nature36.jpg","Lily Pad","Forest","Natural","Outdoors","og2","No","50","Inconsistent","Corridor","Exit Sign"
"citycenter2.jpg","Taxi","City Center","Human","Outdoors","og1","No","50","Consistent","City Center","Taxi"
"tan_kitchen.png","Knife","Kitchen","Private","Indoors","ig2","Yes","50","Inconsistent","Forest","Camping Tent"
"citycenter11.jpg","Horse Carriage","City Center","Human","Outdoors","og1","No","50","Consistent","City Center","Horse Carriage"
"class6.jpg","Textbook","Classroom","Public","Indoors","ig2","No","50","Inconsistent","Suburban","Birdhouse"
"suburb3.jpg","Mailbox","Suburban","Human","Outdoors","og2","Yes","100","Inconsistent","Kitchen","Blender"
"office4.jpg","Tape Dispenser","Office","Public","Indoors","ig2","No","50","Inconsistent","Coast","Beach Towel"
"farm1.jpg","Hay Bale","Farm","Natural","Outdoors","og1","Yes","50","Consistent","Farm","Hay Bale"
"pond.png","Birdhouse","Suburban","Natural","Outdoors","og2","Yes","100","Inconsistent","Kitchen","Knife"
"living6.jpg","Vase","Living Room","Private","Indoors","ig2","No","100","Inconsistent","Farm","Scarecrow"
"Nature40.jpg","Kayak","Forest","Natural","Outdoors","og2","No","50","Inconsistent","Corridor","Bathroom Sign"
"bedroom11.jpg","Nightstand","Bedroom","Private","Indoors","ig1","No","80","Consistent","Bedroom","Nightstand"
"living13.jpg","DVD Player","Living Room","Private","Indoors","ig2","No","100","Inconsistent","Suburban","Utility Pole"
