"SceneImage","consist_obj","Basic","Superordinate","InOut","group_labels","Inverted","Duration","Consistent","probe_cat","probe"
"modern_livingroom.png","Floor Lamp","Living Room","Private","Indoors","ig2","Yes","80","Inconsistent","Urban Street","Subway Station Sign"
"bedroom12.jpg","Dresser","Bedroom","Private","Indoors","ig1","Yes","80","Consistent","Bedroom","Dresser"
"conference7.jpg","Projector","Conference Room","Public","Indoors","ig2","No","100","Inconsistent","Forest","Kayak"
"Nature14.jpg","Wild Berries","Forest","Natural","Outdoors","og2","Yes","80","Inconsistent","Dining Room","Plate"
"bust.jpg","TV Remote","Living Room","Private","Indoors","ig2","Yes","80","Inconsistent","Urban Street","Crosswalk Signal"
"pond.png","Birdhouse","Suburban","Natural","Outdoors","og2","No","50","Inconsistent","Kitchen","Knife"
"blender.jpg","Pan","Kitchen","Private","Indoors","ig2","Yes","80","Inconsistent","Suburban","Lawn Mower"
"opencountry1.jpg","Fence","Open Country","Natural","Outdoors","og2","No","100","Inconsistent","Conference Room","Briefcase"
"living16.jpg","Television","Living Room","Private","Indoors","ig1","Yes","100","Consistent","Living Room","Television"
"bedroom13.jpg","Laundry Hamper","Bedroom","Private","Indoors","ig1","Yes","80","Consistent","Bedroom","Laundry Hamper"
"coast7.jpg","Beach Towel","Coast","Natural","Outdoors","og2","Yes","100","Inconsistent","Living Room","Coffee Maker"
"dining8.jpg","Fork","Dining Room","Private","Indoors","ig1","No","80","Consistent","Dining Room","Fork"
"farm4.jpg","Feeding Trough","Farm","Natural","Outdoors","og2","No","50","Inconsistent","Conference Room","Projector"
"bin.jpg","Rocking Chair","Living Room","Private","Indoors","ig2","Yes","80","Inconsistent","Playground","Swing Set"
"highway6.jpg","Speed Limit Sign","Highway","Human","Outdoors","og1","Yes","80","Consistent","Highway","Speed Limit Sign"
"urbanstreet30.jpg","Bus Stop Shelter","Urban Street","Human","Outdoors","og1","No","80","Consistent","Urban Street","Bus Stop Shelter"
"citycenter12.jpg","Historic Plaque","City Center","Human","Outdoors","og2","Yes","80","Inconsistent","Office","Tape Dispenser"
"bathroom7.jpg","Soap Bar","Bathroom","Private","Indoors","ig2","Yes","50","Inconsistent","City Center","Flag Pole"
"opencountry8.jpg","Radio Tower","Open Country","Natural","Outdoors","og2","No","100","Inconsistent","Kitchen","Apron"
"flowers.jpg","Picture Frame","Living Room","Private","Indoors","ig1","Yes","50","Consistent","Living Room","Picture Frame"
"kitchen16.jpg","Oven Mitts","Kitchen","Private","Indoors","ig2","Yes","50","Inconsistent","Suburban","Bird Bath"
"Urban14.jpg","Parking Meter","Suburban","Human","Outdoors","og2","No","80","Inconsistent","Conference Room","Laptop"
"fruit_bowl.jpg","Blender","Kitchen","Private","Indoors","ig2","No","80","Inconsistent","Playground","Seesaw"
"bathroom2.jpg","Shower Head","Bathroom","Private","Indoors","ig1","Yes","50","Consistent","Bathroom","Shower Head"
"tan_kitchen.png","Knife","Kitchen","Private","Indoors","ig2","No","80","Inconsistent","Forest","Camping Tent"
"class8.jpg","Pencil Case","Classroom","Public","Indoors","ig1","Yes","100","Consistent","Classroom","Pencil Case"
"forest14.jpg","Camping Tent","Forest","Natural","Outdoors","og2","No","80","Inconsistent","Bathroom","Soap Bar"
"farm3.jpg","Scarecrow","Farm","Natural","Outdoors","og2","No","50","Inconsistent","Classroom","Textbook"
"corridor1.jpg","Drinking Fountain","Corridor","Public","Indoors","ig1","No","50","Consistent","Corridor","Drinking Fountain"
"dining5.jpg","Bowl","Dining Room","Private","Indoors","ig1","No","50","Consistent","Dining Room","Bowl"
"kitchen10.jpg","Rolling Pin","Kitchen","Private","Indoors","ig1","Yes","80","Consistent","Kitchen","Rolling Pin"
"suburb2.jpg","Fire Hydrant","Suburban","Human","Outdoors","og2","No","50","Inconsistent","Office","Sticky Notes"
"living9.jpg","Ottoman","Living Room","Private","Indoors","ig1","Yes","100","Consistent","Living Room","Ottoman"
"basketball_net.jpg","Bench","Playground","Human","Outdoors","og1","Yes","50","Consistent","Playground","Bench"
"bedroom5.jpg","Alarm Clock","Bedroom","Private","Indoors","ig2","Yes","50","Inconsistent","Highway","Motorcycle"
"forest11.jpg","Log Cabin","Forest","Natural","Outdoors","og1","Yes","50","Consistent","Forest","Log Cabin"
"coast11.jpg","Lifeguard Tower","Coast","Natural","Outdoors","og1","No","100","Consistent","Coast","Lifeguard Tower"
"class3.jpg","Notebook","Classroom","Public","Indoors","ig2","Yes","100","Inconsistent","Forest","Fishing Rod"
"kitchen17.jpg","Baking Tray","Kitchen","Private","Indoors","ig2","Yes","50","Inconsistent","Highway","Road Work Sign"
"highway9.jpg","Road Work Sign","Highway","Human","Outdoors","og2","Yes","50","Inconsistent","Classroom","Notebook"
"conference1.jpg","Briefcase","Conference Room","Public","Indoors","ig2","No","100","Inconsistent","Coast","Lighthouse"
"citycenter11.jpg","Horse Carriage","City Center","Human","Outdoors","og1","Yes","100","Consistent","City Center","Horse Carriage"
"office4.jpg","Tape Dispenser","Office","Public","Indoors","ig2","Yes","100","Inconsistent","Coast","Beach Towel"
"Urban10.jpg","Bicycle","Suburban","Human","Outdoors","og1","No","80","Consistent","Suburban","Bicycle"
"Nature22.jpg","Wildflower","Forest","Natural","Outdoors","og2","Yes","100","Inconsistent","Bedroom","Alarm Clock"
"fan.jpg","Calculator","Office","Public","Indoors","ig1","No","80","Consistent","Office","Calculator"
"Urban_Image_08.jpg","Traffic Light","Suburban","Human","Outdoors","og1","No","50","Consistent","Suburban","Traffic Light"
"Nature47.jpg","Fishing Boat","Coast","Natural","Outdoors","og1","Yes","100","Consistent","Coast","Fishing Boat"
"wood_kitchen.png","Broom","Kitchen","Private","Indoors","ig1","No","80","Consistent","Kitchen","Broom"
"class6.jpg","Textbook","Classroom","Public","Indoors","ig2","Yes","100","Inconsistent","Suburban","Birdhouse"
